FREQ,Frequenza,REF_AREA,Territorio,DATA_TYPE,Indicatore,TIME_PERIOD,Osservazione,OBS_STATUS,'Stato dell"'osservazione',NOTE_REF_AREA,Territorio (NOTE_REF_AREA),NOTE_DATA_TYPE,Indicatore (NOTE_DATA_TYPE),BASE_PER,Anno base,UNIT_MEAS,Unità di misura,UNIT_MULT,Unità di moltiplicazione
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,MAGEMBRGR_FROM2017,Età  media al matrimonio sposi (tutte le età),2016,39.11,,,,,TIPO_DATO15__MAGEMBRGR_FROM2017_N1,'Età media delle spose, ponderata con i quozienti specifici di nuzialità.Per gli anni 2010-2016 si può cliccare sul Tipo dato e selezionare l"'indicatore corrispondente',,,,,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,MAGEMBRGR_FROM2017,Età  media al matrimonio sposi (tutte le età),2017,40.34,,,,,TIPO_DATO15__MAGEMBRGR_FROM2017_N1,'Età media delle spose, ponderata con i quozienti specifici di nuzialità.Per gli anni 2010-2016 si può cliccare sul Tipo dato e selezionare l"'indicatore corrispondente',,,,,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,MAGEMBRGR_FROM2017,Età  media al matrimonio sposi (tutte le età),2018,39.49,,,,,TIPO_DATO15__MAGEMBRGR_FROM2017_N1,'Età media delle spose, ponderata con i quozienti specifici di nuzialità.Per gli anni 2010-2016 si può cliccare sul Tipo dato e selezionare l"'indicatore corrispondente',,,,,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,MAGEMBRGR_FROM2017,Età  media al matrimonio sposi (tutte le età),2019,40.74,,,,,TIPO_DATO15__MAGEMBRGR_FROM2017_N1,'Età media delle spose, ponderata con i quozienti specifici di nuzialità.Per gli anni 2010-2016 si può cliccare sul Tipo dato e selezionare l"'indicatore corrispondente',,,,,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,MAGEMBRGR_FROM2017,Età  media al matrimonio sposi (tutte le età),2020,40.56,,,,,TIPO_DATO15__MAGEMBRGR_FROM2017_N1,'Età media delle spose, ponderata con i quozienti specifici di nuzialità.Per gli anni 2010-2016 si può cliccare sul Tipo dato e selezionare l"'indicatore corrispondente',,,,,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,MAGEMBRGR_FROM2017,Età  media al matrimonio sposi (tutte le età),2021,40.53,,,,,TIPO_DATO15__MAGEMBRGR_FROM2017_N1,'Età media delle spose, ponderata con i quozienti specifici di nuzialità.Per gli anni 2010-2016 si può cliccare sul Tipo dato e selezionare l"'indicatore corrispondente',,,,,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,MAGEMBRGR_FROM2017,Età  media al matrimonio sposi (tutte le età),2022,41.08,,,,,TIPO_DATO15__MAGEMBRGR_FROM2017_N1,'Età media delle spose, ponderata con i quozienti specifici di nuzialità.Per gli anni 2010-2016 si può cliccare sul Tipo dato e selezionare l"'indicatore corrispondente',,,,,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,MAGEMBRGR_FROM2017,Età  media al matrimonio sposi (tutte le età),2023,42.22,e,Dato stimato,,,TIPO_DATO15__MAGEMBRGR_FROM2017_N1,'Età media delle spose, ponderata con i quozienti specifici di nuzialità.Per gli anni 2010-2016 si può cliccare sul Tipo dato e selezionare l"'indicatore corrispondente',,,,,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,MAGEMBR_FROM2017,Età  media al matrimonio spose (tutte le età),2004,31.66,,,,,TIPO_DATO15__MAGEMBR_FROM2017_N1,'Età media delle spose, ponderata con i quozienti specifici di nuzialità.Per gli anni 2010-2016 si può cliccare sul Tipo dato e selezionare l"'indicatore corrispondente',,,,,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,MAGEMBR_FROM2017,Età  media al matrimonio spose (tutte le età),2005,32.08,,,,,TIPO_DATO15__MAGEMBR_FROM2017_N1,'Età media delle spose, ponderata con i quozienti specifici di nuzialità.Per gli anni 2010-2016 si può cliccare sul Tipo dato e selezionare l"'indicatore corrispondente',,,,,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,MAGEMBR_FROM2017,Età  media al matrimonio spose (tutte le età),2006,32.91,,,,,TIPO_DATO15__MAGEMBR_FROM2017_N1,'Età media delle spose, ponderata con i quozienti specifici di nuzialità.Per gli anni 2010-2016 si può cliccare sul Tipo dato e selezionare l"'indicatore corrispondente',,,,,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,MAGEMBR_FROM2017,Età  media al matrimonio spose (tutte le età),2007,33.15,,,,,TIPO_DATO15__MAGEMBR_FROM2017_N1,'Età media delle spose, ponderata con i quozienti specifici di nuzialità.Per gli anni 2010-2016 si può cliccare sul Tipo dato e selezionare l"'indicatore corrispondente',,,,,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,MAGEMBR_FROM2017,Età  media al matrimonio spose (tutte le età),2008,33.62,,,,,TIPO_DATO15__MAGEMBR_FROM2017_N1,'Età media delle spose, ponderata con i quozienti specifici di nuzialità.Per gli anni 2010-2016 si può cliccare sul Tipo dato e selezionare l"'indicatore corrispondente',,,,,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,MAGEMBR_FROM2017,Età  media al matrimonio spose (tutte le età),2009,33.62,,,,,TIPO_DATO15__MAGEMBR_FROM2017_N1,'Età media delle spose, ponderata con i quozienti specifici di nuzialità.Per gli anni 2010-2016 si può cliccare sul Tipo dato e selezionare l"'indicatore corrispondente',,,,,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,MAGEMBR_FROM2017,Età  media al matrimonio spose (tutte le età),2010,34.54,,,,,TIPO_DATO15__MAGEMBR_FROM2017_N1,'Età media delle spose, ponderata con i quozienti specifici di nuzialità.Per gli anni 2010-2016 si può cliccare sul Tipo dato e selezionare l"'indicatore corrispondente',,,,,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,MAGEMBR_FROM2017,Età  media al matrimonio spose (tutte le età),2011,34.49,,,,,TIPO_DATO15__MAGEMBR_FROM2017_N1,'Età media delle spose, ponderata con i quozienti specifici di nuzialità.Per gli anni 2010-2016 si può cliccare sul Tipo dato e selezionare l"'indicatore corrispondente',,,,,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,MAGEMBR_FROM2017,Età  media al matrimonio spose (tutte le età),2012,34.48,,,,,TIPO_DATO15__MAGEMBR_FROM2017_N1,'Età media delle spose, ponderata con i quozienti specifici di nuzialità.Per gli anni 2010-2016 si può cliccare sul Tipo dato e selezionare l"'indicatore corrispondente',,,,,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,MAGEMBR_FROM2017,Età  media al matrimonio spose (tutte le età),2013,34.58,,,,,TIPO_DATO15__MAGEMBR_FROM2017_N1,'Età media delle spose, ponderata con i quozienti specifici di nuzialità.Per gli anni 2010-2016 si può cliccare sul Tipo dato e selezionare l"'indicatore corrispondente',,,,,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,MAGEMBR_FROM2017,Età  media al matrimonio spose (tutte le età),2014,34.79,,,,,TIPO_DATO15__MAGEMBR_FROM2017_N1,'Età media delle spose, ponderata con i quozienti specifici di nuzialità.Per gli anni 2010-2016 si può cliccare sul Tipo dato e selezionare l"'indicatore corrispondente',,,,,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,MAGEMBR_FROM2017,Età  media al matrimonio spose (tutte le età),2015,35.27,,,,,TIPO_DATO15__MAGEMBR_FROM2017_N1,'Età media delle spose, ponderata con i quozienti specifici di nuzialità.Per gli anni 2010-2016 si può cliccare sul Tipo dato e selezionare l"'indicatore corrispondente',,,,,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,MAGEMBR_FROM2017,Età  media al matrimonio spose (tutte le età),2016,35.01,,,,,TIPO_DATO15__MAGEMBR_FROM2017_N1,'Età media delle spose, ponderata con i quozienti specifici di nuzialità.Per gli anni 2010-2016 si può cliccare sul Tipo dato e selezionare l"'indicatore corrispondente',,,,,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,MAGEMBR_FROM2017,Età  media al matrimonio spose (tutte le età),2017,36.08,,,,,TIPO_DATO15__MAGEMBR_FROM2017_N1,'Età media delle spose, ponderata con i quozienti specifici di nuzialità.Per gli anni 2010-2016 si può cliccare sul Tipo dato e selezionare l"'indicatore corrispondente',,,,,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,MAGEMBR_FROM2017,Età  media al matrimonio spose (tutte le età),2018,35.71,,,,,TIPO_DATO15__MAGEMBR_FROM2017_N1,'Età media delle spose, ponderata con i quozienti specifici di nuzialità.Per gli anni 2010-2016 si può cliccare sul Tipo dato e selezionare l"'indicatore corrispondente',,,,,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,MAGEMBR_FROM2017,Età  media al matrimonio spose (tutte le età),2019,36.25,,,,,TIPO_DATO15__MAGEMBR_FROM2017_N1,'Età media delle spose, ponderata con i quozienti specifici di nuzialità.Per gli anni 2010-2016 si può cliccare sul Tipo dato e selezionare l"'indicatore corrispondente',,,,,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,MAGEMBR_FROM2017,Età  media al matrimonio spose (tutte le età),2020,36.15,,,,,TIPO_DATO15__MAGEMBR_FROM2017_N1,'Età media delle spose, ponderata con i quozienti specifici di nuzialità.Per gli anni 2010-2016 si può cliccare sul Tipo dato e selezionare l"'indicatore corrispondente',,,,,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,MAGEMBR_FROM2017,Età  media al matrimonio spose (tutte le età),2021,36.18,,,,,TIPO_DATO15__MAGEMBR_FROM2017_N1,'Età media delle spose, ponderata con i quozienti specifici di nuzialità.Per gli anni 2010-2016 si può cliccare sul Tipo dato e selezionare l"'indicatore corrispondente',,,,,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,MAGEMBR_FROM2017,Età  media al matrimonio spose (tutte le età),2022,36.89,,,,,TIPO_DATO15__MAGEMBR_FROM2017_N1,'Età media delle spose, ponderata con i quozienti specifici di nuzialità.Per gli anni 2010-2016 si può cliccare sul Tipo dato e selezionare l"'indicatore corrispondente',,,,,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,MAGEMBR_FROM2017,Età  media al matrimonio spose (tutte le età),2023,37.34,e,Dato stimato,,,TIPO_DATO15__MAGEMBR_FROM2017_N1,'Età media delle spose, ponderata con i quozienti specifici di nuzialità.Per gli anni 2010-2016 si può cliccare sul Tipo dato e selezionare l"'indicatore corrispondente',,,,,,
A,Annuale,ITD2,Provincia Autonoma Trento,CMARRGP_FROM2017,Matrimoni civili (%),2004,40,,,,,,,,,,,,
A,Annuale,ITD2,Provincia Autonoma Trento,CMARRGP_FROM2017,Matrimoni civili (%),2005,42.6,,,,,,,,,,,,
A,Annuale,ITD2,Provincia Autonoma Trento,CMARRGP_FROM2017,Matrimoni civili (%),2006,43.7,,,,,,,,,,,,
A,Annuale,ITD2,Provincia Autonoma Trento,CMARRGP_FROM2017,Matrimoni civili (%),2007,47.1,,,,,,,,,,,,
A,Annuale,ITD2,Provincia Autonoma Trento,CMARRGP_FROM2017,Matrimoni civili (%),2008,47.8,,,,,,,,,,,,
A,Annuale,ITD2,Provincia Autonoma Trento,CMARRGP_FROM2017,Matrimoni civili (%),2009,49.2,,,,,,,,,,,,
A,Annuale,ITD2,Provincia Autonoma Trento,CMARRGP_FROM2017,Matrimoni civili (%),2010,51.5,,,,,,,,,,,,
A,Annuale,ITD2,Provincia Autonoma Trento,CMARRGP_FROM2017,Matrimoni civili (%),2011,53,,,,,,,,,,,,
A,Annuale,ITD2,Provincia Autonoma Trento,CMARRGP_FROM2017,Matrimoni civili (%),2012,53.1,,,,,,,,,,,,
A,Annuale,ITD2,Provincia Autonoma Trento,CMARRGP_FROM2017,Matrimoni civili (%),2013,53.2,,,,,,,,,,,,
A,Annuale,ITD2,Provincia Autonoma Trento,CMARRGP_FROM2017,Matrimoni civili (%),2014,54,,,,,,,,,,,,
A,Annuale,ITD2,Provincia Autonoma Trento,CMARRGP_FROM2017,Matrimoni civili (%),2015,56.7,,,,,,,,,,,,
A,Annuale,ITD2,Provincia Autonoma Trento,CMARRGP_FROM2017,Matrimoni civili (%),2016,59.6,,,,,,,,,,,,
A,Annuale,ITD2,Provincia Autonoma Trento,CMARRGP_FROM2017,Matrimoni civili (%),2017,64.6,,,,,,,,,,,,
A,Annuale,ITD2,Provincia Autonoma Trento,CMARRGP_FROM2017,Matrimoni civili (%),2018,63.1,,,,,,,,,,,,
A,Annuale,ITD2,Provincia Autonoma Trento,CMARRGP_FROM2017,Matrimoni civili (%),2019,64.8,,,,,,,,,,,,
A,Annuale,ITD2,Provincia Autonoma Trento,CMARRGP_FROM2017,Matrimoni civili (%),2020,78.6,,,,,,,,,,,,
A,Annuale,ITD2,Provincia Autonoma Trento,CMARRGP_FROM2017,Matrimoni civili (%),2021,67.8,,,,,,,,,,,,
A,Annuale,ITD2,Provincia Autonoma Trento,CMARRGP_FROM2017,Matrimoni civili (%),2022,69.8,,,,,,,,,,,,
A,Annuale,ITD2,Provincia Autonoma Trento,CMARRGP_FROM2017,Matrimoni civili (%),2023,72.5,,,,,,,,,,,,
A,Annuale,ITD2,Provincia Autonoma Trento,NUPT_TOTM_FROM2017,Tasso di nuzialità  totale sposi-valori per mille,2004,476.8,,,,,,,,,,,,
A,Annuale,ITD2,Provincia Autonoma Trento,NUPT_TOTM_FROM2017,Tasso di nuzialità  totale sposi-valori per mille,2005,460.1,,,,,,,,,,,,
A,Annuale,ITD2,Provincia Autonoma Trento,NUPT_TOTM_FROM2017,Tasso di nuzialità  totale sposi-valori per mille,2006,472.3,,,,,,,,,,,,
A,Annuale,ITD2,Provincia Autonoma Trento,NUPT_TOTM_FROM2017,Tasso di nuzialità  totale sposi-valori per mille,2007,492.5,,,,,,,,,,,,
A,Annuale,ITD2,Provincia Autonoma Trento,NUPT_TOTM_FROM2017,Tasso di nuzialità  totale sposi-valori per mille,2008,467.1,,,,,,,,,,,,
A,Annuale,ITD2,Provincia Autonoma Trento,NUPT_TOTM_FROM2017,Tasso di nuzialità  totale sposi-valori per mille,2009,432.1,,,,,,,,,,,,
A,Annuale,ITD2,Provincia Autonoma Trento,NUPT_TOTM_FROM2017,Tasso di nuzialità  totale sposi-valori per mille,2010,426.6,,,,,,,,,,,,
A,Annuale,ITD2,Provincia Autonoma Trento,NUPT_TOTM_FROM2017,Tasso di nuzialità  totale sposi-valori per mille,2011,453,,,,,,,,,,,,
A,Annuale,ITD2,Provincia Autonoma Trento,NUPT_TOTM_FROM2017,Tasso di nuzialità  totale sposi-valori per mille,2012,440.8,,,,,,,,,,,,
A,Annuale,ITD2,Provincia Autonoma Trento,NUPT_TOTM_FROM2017,Tasso di nuzialità  totale sposi-valori per mille,2013,415.3,,,,,,,,,,,,
A,Annuale,ITD2,Provincia Autonoma Trento,NUPT_TOTM_FROM2017,Tasso di nuzialità  totale sposi-valori per mille,2014,390.7,,,,,,,,,,,,
A,Annuale,ITD2,Provincia Autonoma Trento,NUPT_TOTM_FROM2017,Tasso di nuzialità  totale sposi-valori per mille,2015,407.4,,,,,,,,,,,,
A,Annuale,ITD2,Provincia Autonoma Trento,NUPT_TOTM_FROM2017,Tasso di nuzialità  totale sposi-valori per mille,2016,409.3,,,,,,,,,,,,
A,Annuale,ITD2,Provincia Autonoma Trento,NUPT_TOTM_FROM2017,Tasso di nuzialità  totale sposi-valori per mille,2017,361.9,,,,,,,,,,,,
A,Annuale,ITD2,Provincia Autonoma Trento,NUPT_TOTM_FROM2017,Tasso di nuzialità  totale sposi-valori per mille,2018,374.5,,,,,,,,,,,,
A,Annuale,ITD2,Provincia Autonoma Trento,NUPT_TOTM_FROM2017,Tasso di nuzialità  totale sposi-valori per mille,2019,344.9,,,,,,,,,,,,
A,Annuale,ITD2,Provincia Autonoma Trento,NUPT_TOTM_FROM2017,Tasso di nuzialità  totale sposi-valori per mille,2020,209.1,,,,,,,,,,,,
A,Annuale,ITD2,Provincia Autonoma Trento,NUPT_TOTM_FROM2017,Tasso di nuzialità  totale sposi-valori per mille,2021,313.9,,,,,,,,,,,,
A,Annuale,ITD2,Provincia Autonoma Trento,NUPT_TOTM_FROM2017,Tasso di nuzialità  totale sposi-valori per mille,2022,735.3,,,,,,,,,,,,
A,Annuale,ITD2,Provincia Autonoma Trento,NUPT_TOTM_FROM2017,Tasso di nuzialità  totale sposi-valori per mille,2023,363.6,e,Dato stimato,,,,,,,,,,
A,Annuale,ITD2,Provincia Autonoma Trento,NUPT_TOTW_FROM2017,Tasso di nuzialità totale spose-valori per mille,2004,547.1,,,,,,,,,,,,
A,Annuale,ITD2,Provincia Autonoma Trento,NUPT_TOTW_FROM2017,Tasso di nuzialità totale spose-valori per mille,2005,545.4,,,,,,,,,,,,
A,Annuale,ITD2,Provincia Autonoma Trento,NUPT_TOTW_FROM2017,Tasso di nuzialità totale spose-valori per mille,2006,550.1,,,,,,,,,,,,
A,Annuale,ITD2,Provincia Autonoma Trento,NUPT_TOTW_FROM2017,Tasso di nuzialità totale spose-valori per mille,2007,571,,,,,,,,,,,,
A,Annuale,ITD2,Provincia Autonoma Trento,NUPT_TOTW_FROM2017,Tasso di nuzialità totale spose-valori per mille,2008,537.5,,,,,,,,,,,,
A,Annuale,ITD2,Provincia Autonoma Trento,NUPT_TOTW_FROM2017,Tasso di nuzialità totale spose-valori per mille,2009,491.6,,,,,,,,,,,,
A,Annuale,ITD2,Provincia Autonoma Trento,NUPT_TOTW_FROM2017,Tasso di nuzialità totale spose-valori per mille,2010,486.2,,,,,,,,,,,,
A,Annuale,ITD2,Provincia Autonoma Trento,NUPT_TOTW_FROM2017,Tasso di nuzialità totale spose-valori per mille,2011,516.1,,,,,,,,,,,,
A,Annuale,ITD2,Provincia Autonoma Trento,NUPT_TOTW_FROM2017,Tasso di nuzialità totale spose-valori per mille,2012,496.2,,,,,,,,,,,,
A,Annuale,ITD2,Provincia Autonoma Trento,NUPT_TOTW_FROM2017,Tasso di nuzialità totale spose-valori per mille,2013,466.2,,,,,,,,,,,,
A,Annuale,ITD2,Provincia Autonoma Trento,NUPT_TOTW_FROM2017,Tasso di nuzialità totale spose-valori per mille,2014,443.9,,,,,,,,,,,,
A,Annuale,ITD2,Provincia Autonoma Trento,NUPT_TOTW_FROM2017,Tasso di nuzialità totale spose-valori per mille,2015,456.7,,,,,,,,,,,,
A,Annuale,ITD2,Provincia Autonoma Trento,NUPT_TOTW_FROM2017,Tasso di nuzialità totale spose-valori per mille,2016,462.3,,,,,,,,,,,,
A,Annuale,ITD2,Provincia Autonoma Trento,NUPT_TOTW_FROM2017,Tasso di nuzialità totale spose-valori per mille,2017,421.9,,,,,,,,,,,,
A,Annuale,ITD2,Provincia Autonoma Trento,NUPT_TOTW_FROM2017,Tasso di nuzialità totale spose-valori per mille,2018,423.8,,,,,,,,,,,,
A,Annuale,ITD2,Provincia Autonoma Trento,NUPT_TOTW_FROM2017,Tasso di nuzialità totale spose-valori per mille,2019,394.1,,,,,,,,,,,,
A,Annuale,ITD2,Provincia Autonoma Trento,NUPT_TOTW_FROM2017,Tasso di nuzialità totale spose-valori per mille,2020,241.6,,,,,,,,,,,,
A,Annuale,ITD2,Provincia Autonoma Trento,NUPT_TOTW_FROM2017,Tasso di nuzialità totale spose-valori per mille,2021,358.7,,,,,,,,,,,,
A,Annuale,ITD2,Provincia Autonoma Trento,NUPT_TOTW_FROM2017,Tasso di nuzialità totale spose-valori per mille,2022,857.1,,,,,,,,,,,,
A,Annuale,ITD2,Provincia Autonoma Trento,NUPT_TOTW_FROM2017,Tasso di nuzialità totale spose-valori per mille,2023,420.9,e,Dato stimato,,,,,,,,,,
A,Annuale,ITD2,Provincia Autonoma Trento,MAGEMBRGR_FROM2017,Età  media al matrimonio sposi (tutte le età),2004,33.83,,,,,TIPO_DATO15__MAGEMBRGR_FROM2017_N1,'Età media delle spose, ponderata con i quozienti specifici di nuzialità.Per gli anni 2010-2016 si può cliccare sul Tipo dato e selezionare l"'indicatore corrispondente',,,,,,
A,Annuale,ITD2,Provincia Autonoma Trento,MAGEMBRGR_FROM2017,Età  media al matrimonio sposi (tutte le età),2005,34.91,,,,,TIPO_DATO15__MAGEMBRGR_FROM2017_N1,'Età media delle spose, ponderata con i quozienti specifici di nuzialità.Per gli anni 2010-2016 si può cliccare sul Tipo dato e selezionare l"'indicatore corrispondente',,,,,,
A,Annuale,ITD2,Provincia Autonoma Trento,MAGEMBRGR_FROM2017,Età  media al matrimonio sposi (tutte le età),2006,35.24,,,,,TIPO_DATO15__MAGEMBRGR_FROM2017_N1,'Età media delle spose, ponderata con i quozienti specifici di nuzialità.Per gli anni 2010-2016 si può cliccare sul Tipo dato e selezionare l"'indicatore corrispondente',,,,,,
A,Annuale,ITD2,Provincia Autonoma Trento,MAGEMBRGR_FROM2017,Età  media al matrimonio sposi (tutte le età),2007,35.18,,,,,TIPO_DATO15__MAGEMBRGR_FROM2017_N1,'Età media delle spose, ponderata con i quozienti specifici di nuzialità.Per gli anni 2010-2016 si può cliccare sul Tipo dato e selezionare l"'indicatore corrispondente',,,,,,
A,Annuale,ITD2,Provincia Autonoma Trento,MAGEMBRGR_FROM2017,Età  media al matrimonio sposi (tutte le età),2008,35.27,,,,,TIPO_DATO15__MAGEMBRGR_FROM2017_N1,'Età media delle spose, ponderata con i quozienti specifici di nuzialità.Per gli anni 2010-2016 si può cliccare sul Tipo dato e selezionare l"'indicatore corrispondente',,,,,,
A,Annuale,ITD2,Provincia Autonoma Trento,MAGEMBRGR_FROM2017,Età  media al matrimonio sposi (tutte le età),2009,36.13,,,,,TIPO_DATO15__MAGEMBRGR_FROM2017_N1,'Età media delle spose, ponderata con i quozienti specifici di nuzialità.Per gli anni 2010-2016 si può cliccare sul Tipo dato e selezionare l"'indicatore corrispondente',,,,,,
A,Annuale,ITD2,Provincia Autonoma Trento,MAGEMBRGR_FROM2017,Età  media al matrimonio sposi (tutte le età),2010,36.33,,,,,TIPO_DATO15__MAGEMBRGR_FROM2017_N1,'Età media delle spose, ponderata con i quozienti specifici di nuzialità.Per gli anni 2010-2016 si può cliccare sul Tipo dato e selezionare l"'indicatore corrispondente',,,,,,
A,Annuale,ITD2,Provincia Autonoma Trento,MAGEMBRGR_FROM2017,Età  media al matrimonio sposi (tutte le età),2011,36.56,,,,,TIPO_DATO15__MAGEMBRGR_FROM2017_N1,'Età media delle spose, ponderata con i quozienti specifici di nuzialità.Per gli anni 2010-2016 si può cliccare sul Tipo dato e selezionare l"'indicatore corrispondente',,,,,,
A,Annuale,ITD2,Provincia Autonoma Trento,MAGEMBRGR_FROM2017,Età  media al matrimonio sposi (tutte le età),2012,36.54,,,,,TIPO_DATO15__MAGEMBRGR_FROM2017_N1,'Età media delle spose, ponderata con i quozienti specifici di nuzialità.Per gli anni 2010-2016 si può cliccare sul Tipo dato e selezionare l"'indicatore corrispondente',,,,,,
A,Annuale,ITD2,Provincia Autonoma Trento,MAGEMBRGR_FROM2017,Età  media al matrimonio sposi (tutte le età),2013,36.76,,,,,TIPO_DATO15__MAGEMBRGR_FROM2017_N1,'Età media delle spose, ponderata con i quozienti specifici di nuzialità.Per gli anni 2010-2016 si può cliccare sul Tipo dato e selezionare l"'indicatore corrispondente',,,,,,
A,Annuale,ITD2,Provincia Autonoma Trento,MAGEMBRGR_FROM2017,Età  media al matrimonio sposi (tutte le età),2014,37.27,,,,,TIPO_DATO15__MAGEMBRGR_FROM2017_N1,'Età media delle spose, ponderata con i quozienti specifici di nuzialità.Per gli anni 2010-2016 si può cliccare sul Tipo dato e selezionare l"'indicatore corrispondente',,,,,,
A,Annuale,ITD2,Provincia Autonoma Trento,MAGEMBRGR_FROM2017,Età  media al matrimonio sposi (tutte le età),2015,37.69,,,,,TIPO_DATO15__MAGEMBRGR_FROM2017_N1,'Età media delle spose, ponderata con i quozienti specifici di nuzialità.Per gli anni 2010-2016 si può cliccare sul Tipo dato e selezionare l"'indicatore corrispondente',,,,,,
A,Annuale,ITD2,Provincia Autonoma Trento,MAGEMBRGR_FROM2017,Età  media al matrimonio sposi (tutte le età),2016,38.54,,,,,TIPO_DATO15__MAGEMBRGR_FROM2017_N1,'Età media delle spose, ponderata con i quozienti specifici di nuzialità.Per gli anni 2010-2016 si può cliccare sul Tipo dato e selezionare l"'indicatore corrispondente',,,,,,
A,Annuale,ITD2,Provincia Autonoma Trento,MAGEMBRGR_FROM2017,Età  media al matrimonio sposi (tutte le età),2017,38.8,,,,,TIPO_DATO15__MAGEMBRGR_FROM2017_N1,'Età media delle spose, ponderata con i quozienti specifici di nuzialità.Per gli anni 2010-2016 si può cliccare sul Tipo dato e selezionare l"'indicatore corrispondente',,,,,,
A,Annuale,ITD2,Provincia Autonoma Trento,MAGEMBRGR_FROM2017,Età  media al matrimonio sposi (tutte le età),2018,39.98,,,,,TIPO_DATO15__MAGEMBRGR_FROM2017_N1,'Età media delle spose, ponderata con i quozienti specifici di nuzialità.Per gli anni 2010-2016 si può cliccare sul Tipo dato e selezionare l"'indicatore corrispondente',,,,,,
A,Annuale,ITD2,Provincia Autonoma Trento,MAGEMBRGR_FROM2017,Età  media al matrimonio sposi (tutte le età),2019,39.57,,,,,TIPO_DATO15__MAGEMBRGR_FROM2017_N1,'Età media delle spose, ponderata con i quozienti specifici di nuzialità.Per gli anni 2010-2016 si può cliccare sul Tipo dato e selezionare l"'indicatore corrispondente',,,,,,
